"","chr1_47051752","chr1_60171660","chr1_162532502","chr1_225942842","chr1_227125826","chr2_38755298","chr2_64440295","chr2_113885277","chr2_144234430","chr2_232393064","chr3_119499190","chr3_122281939","chr3_122281975","chr4_48136452","chr4_53799391","chr4_100768712","chr4_124180616","chr5_77804381","chr6_31589196","chr6_32294470","chr6_32449961","chr6_32549631","chr6_32711617","chr6_167535764","chr6_167536063","chr6_167536086","chr7_2116368","chr7_2653955","chr8_56903623","chr8_125784769","chr8_145023013","chr9_98771728","chr10_11246628","chr10_63759909","chr10_80757927","chr10_112722440","chr11_46382544","chr11_88090861","chr11_114127960","chr12_6642229","chr12_48147034","chr12_57872123","chr12_123373173","chr13_47373579","chr16_4732369","chr16_12156525","chr16_29674487","chr16_29674972","chr16_50769852","chr16_57023022","chr16_57023191","chr16_67516493","chr16_72041376","chr16_84690554","chr16_88103629","chr19_51876788"
"GSM1051536_7800246024_R06C02",0.574783098556528,0.503402028505292,0.535424824748245,0.477424907246657,0.507371486167394,0.0620184413287862,0.406706057088243,0.255973412946451,0.568417483874822,0.807848367174356,0.46021055978931,0.854415893879702,0.366178825377414,0.747253398836524,0.491512303869053,0.088833087083353,0.508885127034386,0.281276181468529,0.085048705635418,0.277128575258437,0.847464067972528,0.667873924327904,0.989076589889315,0.603225166650219,0.707083062574061,0.771935680771076,0.653810939081252,0.459230773377966,0.427647321877119,0.384164541666405,0.28728696639067,0.94081478841658,0.887151837280597,0.929865470852018,0.303119502628684,0.890790194373227,0.115449350179795,0.305509822787108,0.755146999520039,0.126643179613869,0.526376375080273,0.22757192907952,0.128387258276488,0.356325663989602,0.908878504672897,0.348793572657319,0.0195230443172689,0.0322249206052681,0.177003908654297,0.306190078066878,0.115668557784508,0.0822421746562609,0.66068260369047,0.961256358689223,0.950816241105065,0.622745289082652
"GSM1051537_7800246085_R01C01",0.372707479299072,0.332874257295367,0.336836116239453,0.244912797221894,0.335297292415537,0.0653305980747988,0.199296392329607,0.149973806777396,0.241708229700757,0.806364345680925,0.32839481548518,0.880203582956267,0.576646619080711,0.773121487477206,0.410370709613787,0.0601239583725336,0.331836288749568,0.183910634264909,0.0688229565639026,0.169907467043771,0.468913358510741,0.49437329284755,0.975608716788598,0.649711576795802,0.768458642988129,0.805173717603287,0.449123619700573,0.296824075033933,0.400673237382715,0.238754365090205,0.198916984402593,0.921548850455039,0.810124131618783,0.921954915703732,0.247018747239733,0.867423513563812,0.0937052052714652,0.104434727194442,0.74684941384437,0.0976498982874028,0.324978108558622,0.271942132011349,0.125298736770229,0.220300821438082,0.912614112648562,0.234480034353699,0.0286640696540806,0.0580023179854599,0.109710024674831,0.552148250385568,0.24785766884201,0.102856161045805,0.356615917091156,0.937114267976482,0.876430205949657,0.591256016246934
"GSM1051538_7800246085_R02C01",0.42284005901995,0.309847826651807,0.341807392035562,0.311716337599159,0.334649451301334,0.0918672739102147,0.278183897856112,0.195334658776299,0.285587368719222,0.772211541725943,0.319380399968634,0.843352276973482,0.517025611313876,0.728815524670823,0.418223932446963,0.0964661589628536,0.433997184652199,0.186440862661991,0.0836554926346305,0.206025734511634,0.827852186302371,0.616820182994195,0.98102001171871,0.638728145135717,0.761360651431573,0.720387384730423,0.471112650459303,0.320619757230082,0.331191841664134,0.263025562018116,0.257498320378214,0.883445644317276,0.824705993913405,0.919006131010003,0.268761273683581,0.821660168082168,0.104698283486308,0.209614122990706,0.767211130771754,0.164921166713834,0.337110889376919,0.236165169295602,0.114697654400689,0.249145522172058,0.869191325713065,0.251183927071456,0.027940532199272,0.0402769355164746,0.160899940798996,0.494973664501129,0.201804451999996,0.103858318431311,0.373766025520875,0.948682985233471,0.884504077874244,0.603017432300387
"GSM1051539_7800246085_R03C01",0.420172892625859,0.393671303320359,0.409445512415879,0.251218274228693,0.423048495762969,0.0727889381685364,0.246616204838403,0.211659115119948,0.296097554183236,0.774557277181236,0.382926462794392,0.832853909637842,0.54883457165565,0.833077913778784,0.415778726367784,0.059250072605163,0.413148077840506,0.25257017351061,0.0681685681411132,0.291523032883782,0.58828966219987,0.48417975269987,0.761550710143871,0.636235352744037,0.755674174369657,0.798033046232197,0.507549142476026,0.345966767327434,0.377891653675945,0.33848166239535,0.240748772145345,0.932471306070635,0.775837988357537,0.951805555555556,0.277355713355798,0.797611683207253,0.110900312348634,0.166099299432129,0.715281798907059,0.0983238998027425,0.405150680395714,0.23440618411806,0.261123420564106,0.24642741547076,0.874028916702633,0.272657336684756,0.0243428676454265,0.0454174859718958,0.137394249218904,0.354956901836455,0.145745415419948,0.0881109647768491,0.469509728428746,0.952652904954854,0.900475059382423,0.600626840612829
"GSM1051540_7800246085_R04C01",0.366378955574053,0.281205542480291,0.343304930606232,0.301473062753065,0.295024512916254,0.0728620296465222,0.192139484413013,0.152541435350929,0.284819640710057,0.755137597019766,0.293495279280613,0.875223257421788,0.5192532217095,0.843800058597073,0.421282808416268,0.124453813827744,0.358801786692821,0.189320687120843,0.0624793688594075,0.254729467263095,0.608308778620005,0.585807688180852,0.550951760043945,0.647774419339734,0.737510008006405,0.700112993167404,0.414071098463084,0.274882633403887,0.349730773510948,0.26088413410429,0.216915025726917,0.857358971957845,0.679058248975973,0.927405666536101,0.27689040525292,0.856351774696502,0.0671185570360036,0.124966337911687,0.782297773564649,0.0822117826725275,0.323720840047328,0.24476694740885,0.108991644195879,0.231294495714833,0.846706182834562,0.213431602147609,0.0320700393526062,0.0507531865585168,0.107806423103418,0.486018310393119,0.192958500840823,0.0828927456540315,0.386785884548914,0.958540372670807,0.895499501648394,0.597577697788468
"GSM1051541_7800246085_R05C01",0.456317298519539,0.364519778617649,0.426533857113607,0.305055564888882,0.378411417738703,0.125269488255985,0.252378044218046,0.162581221128156,0.261725833234607,0.812046162368735,0.328423961166759,0.843607450012852,0.40220242269796,0.834494423967883,0.420355422063878,0.0842799446694091,0.416545452201896,0.179222210118308,0.0689655499954243,0.228446564330246,0.762313876634419,0.98892855032234,0.609134937502871,0.670820932666998,0.771296538495074,0.767178487897223,0.474815931404476,0.319143333473036,0.415870109319811,0.293271378653753,0.242797565754609,0.915855686699193,0.850721663004765,0.952594670406732,0.255533405427481,0.857544138912185,0.0878519391054413,0.145986842434168,0.756559807715193,0.104812068258339,0.4130204929007,0.232575139876852,0.165964365108331,0.21929570651741,0.873091787439614,0.230075131012111,0.0282649587821838,0.0440568651496571,0.0993501300318916,0.128721806682791,0.091825050370414,0.12599320481912,0.442309474282733,0.955385351842987,0.892117376294592,0.601754637960229
"GSM1051542_7800246085_R06C01",0.429401304307756,0.382382719018831,0.397531780015061,0.214666764606065,0.37055021157728,0.0640363815142576,0.344907723025494,0.131794079615152,0.278552042510438,0.777524397622711,0.404307217102988,0.885103498413498,0.577826654414697,0.889668317098132,0.446697547288046,0.0853128308353001,0.448856073705195,0.17587117096239,0.0576829663096884,0.205526870811396,0.176237475146476,0.158514900561248,0.98155301205874,0.680877522300561,0.816574585635359,0.807695071173389,0.507711409322142,0.294991742770522,0.346892110224673,0.28207222447983,0.192359280086716,0.969890613228979,0.872384771996266,0.948203976908275,0.264048091515857,0.894630805261431,0.0622538443073841,0.193301523702459,0.806517669345712,0.0727224430517568,0.337855554352515,0.210650009277012,0.086745416334517,0.249287735189507,0.914553876157972,0.224396909643638,0.0335807618690364,0.0296829813935723,0.0937715100204226,0.497853823724596,0.225486005179767,0.0887999524268149,0.356389214288529,0.963606020732373,0.923667172887859,0.68320706302104
"GSM1051543_7800246085_R01C02",0.414294216185208,0.42704576166786,0.401189585979101,0.331120516267697,0.353521034390051,0.0732595790609822,0.297751955750249,0.208932314359774,0.373261163919064,0.764951962095818,0.362268216770737,0.813600965439582,0.512542546029132,0.728455839907764,0.377205030844433,0.0934933808258801,0.429498560662343,0.179509254633883,0.0690619273028544,0.218797820052832,0.751902210362742,0.995883748591848,0.737866555444337,0.599177612206913,0.735703812316716,0.695122529573519,0.538986008604276,0.352733737954928,0.410900199309164,0.264563997085605,0.219633089638984,0.889545835015933,0.786190734862412,0.917645192002539,0.253309666953172,0.870085532443092,0.113225278320838,0.205365170665665,0.801131283949695,0.120560691993312,0.359740927349955,0.270080230776165,0.104677914110429,0.290518599397751,0.860364955230647,0.254025861343241,0.0237331457982678,0.0621232949138205,0.133762301122666,0.478941568365651,0.199760097854543,0.103718640603269,0.416810847096547,0.958633352534562,0.886420494346042,0.63878581880572
"GSM1051544_7800246085_R02C02",0.363857445591414,0.334128418068335,0.335629772806617,0.312219260863911,0.334721732748939,0.0807933498614554,0.289031407013137,0.204426821369884,0.333532671374263,0.750721491950392,0.338117822984478,0.823990770054187,0.537856509092192,0.726399810312556,0.419111571276173,0.0710659025809085,0.364201956418455,0.148230772294994,0.0870272109727053,0.237708210185994,0.759233655041049,0.653325291913749,0.785243425918832,0.616936381903604,0.727819874431695,0.691268541810708,0.454344502013536,0.30944798748223,0.330734642090407,0.244443428436643,0.240830581107703,0.890714438991489,0.801556116884511,0.932324711241256,0.25684096760942,0.860203821926448,0.11245569102808,0.197275090167066,0.81049188783463,0.142595656196818,0.341393712553322,0.27036678200692,0.0940195723088075,0.313070190908709,0.861202813262523,0.256878439125204,0.0273430871463769,0.0363005667383232,0.15963426822296,0.568401367027589,0.207996758639437,0.120980639814889,0.391875566358673,0.94352450188476,0.880504809813785,0.613923410850211
"GSM1051545_7800246085_R03C02",0.347170252482489,0.328551785578894,0.354009558968423,0.297855352005737,0.298996837100198,0.0945517058979106,0.20942384225061,0.165706398357795,0.32821091826547,0.771390572224517,0.274149904363297,0.767225866353513,0.469531106009827,0.81881659072031,0.410190723505693,0.0744466917354168,0.326715886410646,0.172954508532879,0.0615858195191299,0.183198637235982,0.513754889867459,0.348355961515773,0.986516147236731,0.694923678879324,0.763509696855583,0.739688113249162,0.447197075041284,0.275038815632377,0.353991492807632,0.218853670525116,0.199374429785317,0.934444978639972,0.763374151972966,0.941765392958452,0.252451602909305,0.836244191507489,0.0942901483101185,0.171152682570789,0.780733666412065,0.0850216489144563,0.368886509737375,0.248513543272407,0.120614329883049,0.197473536382887,0.847256828545908,0.201607400807996,0.0232701562286958,0.0477244299047436,0.11919498134735,0.486420291025283,0.177109115189547,0.0886297369977012,0.364975215862052,0.943445945945946,0.901949102051238,0.642949858058988
"GSM1051546_7800246085_R04C02",0.283382256785828,0.17689481235986,0.296443914957235,0.168867013459316,0.221191247729773,0.08521906596052,0.179670108779535,0.123064277313903,0.231427800732718,0.804514168192437,0.238474767678177,0.821519183130653,0.4969218894141,0.869319844333996,0.391224734437556,0.0443068717189983,0.241060435091915,0.136293284614733,0.0625554376636029,0.187448700104572,0.128451690877913,0.149327122244277,0.984206292061109,0.76658701557172,0.7867367201721,0.745920019191231,0.351706844439384,0.233532041224748,0.446316572886438,0.194457339344977,0.164736984801129,0.885211812277738,0.871232786395328,0.947898921067575,0.228447990917085,0.92419715387869,0.0683240747106988,0.0580612487992871,0.786645240167062,0.0659813653136148,0.292377358075206,0.308955766931753,0.099842681008305,0.179509451298611,0.864601200686106,0.154926449696077,0.0239443376815154,0.0492489890236857,0.0788908414438241,0.445146909200197,0.154946107134891,0.117930452221754,0.280616221488466,0.957881697119851,0.913964477757862,0.673048650319256
"GSM1051547_7800246085_R05C02",0.371191686744714,0.293877896681946,0.340850211515785,0.267481601451114,0.314298377497859,0.0802501855189229,0.249159218490987,0.200943625866534,0.321200319148414,0.821974665943235,0.296472949611181,0.826287285544285,0.527418230095983,0.846941833032111,0.421069941527376,0.0560157791828996,0.337497703710357,0.214771714994569,0.0719532793136551,0.22857992875177,0.531961069186724,0.394639778841553,0.953634716158086,0.698881297207938,0.735529627087623,0.712800955941121,0.465957081708945,0.301681514182059,0.337374798795409,0.253745847545189,0.25521222167426,0.922824945853112,0.787585852857079,0.90984638630068,0.289676732888521,0.861394792948892,0.0840675671026988,0.168227476971391,0.787150910697639,0.0983715430652907,0.347155482620254,0.205749397720813,0.11423489765352,0.251627002121332,0.888125063652103,0.22272231797647,0.0224323131301524,0.0607779195614159,0.111237337876983,0.337376721475127,0.10928627208852,0.10282161813911,0.385082616612435,0.951577104629716,0.886418227987098,0.647254018678488
"GSM1051548_7800246085_R06C02",0.348638917128887,0.23165038466197,0.281176030412278,0.233215534514828,0.27535517326857,0.0360174102285092,0.196113227708483,0.131163375758547,0.280324791545793,0.795647070487077,0.249743129081101,0.926255163791302,0.519446519530539,0.94702780926625,0.426968590048373,0.0514383951934634,0.289198418130449,0.133586812816851,0.0594239003202977,0.274224536013995,0.552096209746431,0.541315405364255,0.856750806396579,0.73651507074879,0.810340111242819,0.78830115517778,0.426219440763796,0.184240984593779,0.380554179192816,0.140710744168077,0.151005817427698,0.949064281323107,0.825960104525974,0.935456257490156,0.230702483369093,0.931207327353798,0.0523250500662997,0.0930744009718405,0.810699499020417,0.0438674727412742,0.310507114406974,0.213436302078961,0.10164732943206,0.174930264325577,0.837776690717867,0.129221724226106,0.0248789502375092,0.033122372615143,0.0722129158770072,0.58620231020434,0.184267048686031,0.105005132724383,0.327027265395473,0.962921348314607,0.888865323435843,0.623712929239776
"GSM1051549_7800246087_R01C01",0.481256849431672,0.486541791777746,0.459181576671212,0.355238072831989,0.429662705404177,0.0896501457725948,0.284708092138997,0.266148381199775,0.36736329229123,0.770649863962739,0.450881096364026,0.800690396039197,0.446864004961577,0.705383432673456,0.393574549676105,0.0755056922525927,0.526848409451738,0.243566376146495,0.0606512161758697,0.337307849589329,0.779342418743711,0.684694650619297,0.867901290903571,0.550598812357084,0.668184292571881,0.685219813455134,0.582519935086861,0.402096049659963,0.370547740771569,0.333012379945933,0.283774070161321,0.914802805411661,0.775452896748478,0.901344442340466,0.273859211894257,0.808817919840843,0.115028783755969,0.172569795145214,0.692165718873695,0.134372635235784,0.433068361381605,0.234298279965057,0.151950718685832,0.319982983522162,0.796987981848102,0.322302921799743,0.0259927197568936,0.0551704491501282,0.118951279000448,0.476903170640671,0.215015289493102,0.0847357210668691,0.530417486524866,0.930786062952365,0.868662131519274,0.573677407985584
"GSM1051550_7800246087_R02C01",0.483375270993606,0.40081018483632,0.412984397179229,0.412234384048133,0.446278810263198,0.0900507328072153,0.376367529378122,0.297178228287931,0.419065351267948,0.716670920852661,0.402153966695971,0.746977712727303,0.436182045399416,0.684173119671149,0.39886751109105,0.134660020533895,0.463322602484785,0.220567564659632,0.0931347041052691,0.273711951873972,0.536358148958665,0.488574465392081,0.947603124223279,0.60965696864246,0.716433846427618,0.68878093897046,0.549069103806364,0.392093046339516,0.343583722124012,0.34400955571102,0.302058768978562,0.825221628328044,0.735363410889939,0.924232081911263,0.295558902984387,0.845123653544612,0.147551289598624,0.278055064619041,0.732124395766397,0.17458613721326,0.448535999978503,0.220930584566948,0.102599331600446,0.388032708005309,0.877088729747575,0.320634860567786,0.0319148088931212,0.0403485508619057,0.201624148111504,0.275035269771499,0.0889141928258691,0.0978776090308507,0.522858419238271,0.937275378042992,0.880393032603841,0.699522067462085
"GSM1051551_7800246087_R03C01",0.46171398470283,0.395197062322061,0.47880788787792,0.362681242122554,0.414437857081322,0.110312707917498,0.308573661567537,0.225132023504831,0.340846784894542,0.720120355655904,0.411214503161713,0.81037525727279,0.536423505084407,0.772084926306307,0.385548855100025,0.0845333969679638,0.503313204864369,0.244823204621468,0.0809698383729336,0.267073784811148,0.5838378081944,0.456783144035946,0.970402806848011,0.56828384052587,0.673145174919723,0.700080410478183,0.56649647334191,0.400644403097253,0.392612454764123,0.352782727292967,0.282868556315053,0.90048715498909,0.741907129674,0.947377130564289,0.263694075158087,0.778186771433049,0.0957958815931315,0.142817712312617,0.741348145572422,0.117616795994786,0.488657641361955,0.238656630694356,0.136061826493959,0.341523315550206,0.848260912405163,0.299019992835857,0.0237553174418533,0.0425227182931648,0.14841223486254,0.353510608462787,0.118065468121449,0.0828159495903579,0.527501544594294,0.94245739172182,0.910079051383399,0.561086032106637
"GSM1051552_7800246087_R04C01",0.333347837188099,0.262808442005569,0.363403116018439,0.264594899019518,0.309673672852332,0.0870775851158081,0.223183408887859,0.2135234864172,0.293914779126049,0.801387533843811,0.293831376926885,0.841572303869006,0.556232621782152,0.847651389588203,0.433465511657088,0.0721652320737665,0.299260773574654,0.140367697945298,0.0602828144064931,0.264126191578326,0.525297396411524,0.53258333010612,0.536775759194538,0.661534021333932,0.737971215804298,0.723875892851838,0.402788643827041,0.294430294072067,0.382519817954968,0.195480649855811,0.199067579394207,0.916581938009717,0.830300638035679,0.912521198417185,0.257877440489677,0.905925386238067,0.0976027003622368,0.117695668153884,0.781036322038736,0.0989385250328594,0.310125929460317,0.28886766422583,0.0924018252212389,0.247192147108447,0.863145131530392,0.208025492168234,0.0255078017104224,0.0656971850743477,0.102724026278882,0.542543412598002,0.256161950077362,0.112096454820556,0.378238218059931,0.924557600854065,0.883163342974578,0.675960401088277
